City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Kazachinskoye,RU,57.6953,93.2761,-0.31,84,41,10.98,scattered clouds
346,Mandalgovi,MN,45.7625,106.2708,1.29,78,85,8.99,overcast clouds
347,Batagay-Alyta,RU,67.8006,130.4114,-6.59,76,48,3.71,scattered clouds
348,Lovozero,RU,68.005,35.0117,18.9,92,100,8.41,overcast clouds
349,Sobolevo,RU,54.4299,31.8996,21.49,89,99,11.88,overcast clouds
350,Euclides Da Cunha,BR,-10.5075,-39.0158,68.92,92,100,2.21,overcast clouds
351,Cizre,TR,37.3272,42.1903,48.04,41,87,3.15,overcast clouds
352,Road Town,VG,18.4167,-64.6167,73.99,70,6,20.0,clear sky
353,Chemodanovka,RU,53.2316,45.2474,19.42,40,99,5.41,overcast clouds
354,Pinos,MX,22.3,-101.5667,36.59,66,100,9.19,overcast clouds
355,Kuala Terengganu,MY,5.3302,103.1408,82.18,75,78,4.9,broken clouds
356,Warrington,GB,53.3925,-2.5802,44.46,91,100,19.57,overcast clouds
357,Yokote,JP,39.3,140.5667,34.03,72,30,3.38,scattered clouds
358,Kavieng,PG,-2.5744,150.7967,83.62,74,93,7.52,light rain
359,Kizhinga,RU,51.8462,109.9097,-6.11,80,84,2.39,broken clouds
360,Rio Grande,BR,-32.035,-52.0986,59.11,57,0,10.27,clear sky
361,Benjamin Constant,BR,-4.3831,-70.0311,73.53,99,100,2.01,overcast clouds
362,Vostok,RU,46.4856,135.8833,17.92,90,100,3.38,light snow
363,Ajaccio,FR,42.0,8.9167,40.98,81,100,6.91,overcast clouds
364,Yulara,AU,-25.2406,130.9889,98.44,7,3,11.5,clear sky
365,Puri,IN,19.8,85.85,77.52,36,25,4.72,scattered clouds
366,Bar Harbor,US,44.3876,-68.2039,15.98,64,100,10.36,light snow
367,Mastic Beach,US,40.7668,-72.8521,26.8,72,100,13.8,overcast clouds
368,Henties Bay,NA,-22.116,14.2845,71.85,89,85,4.68,overcast clouds
369,Mackay,AU,-21.15,149.2,81.68,73,42,20.24,light rain
370,Los Llanos De Aridane,ES,28.6585,-17.9182,58.75,82,75,8.05,broken clouds
371,Tchibanga,GA,-2.85,11.0333,71.65,98,100,1.41,overcast clouds
372,Bagotville,AU,-28.9833,153.4167,73.29,96,45,12.03,scattered clouds
373,Hoganas,SE,56.1997,12.558,42.46,72,100,13.0,overcast clouds
374,Charleston,US,32.7766,-79.9309,48.22,74,75,12.66,broken clouds
375,Hudson Bay,CA,52.85,-102.3842,-8.52,99,65,3.29,broken clouds
376,Yar-Sale,RU,66.8333,70.8333,-18.67,99,99,7.92,overcast clouds
377,Kamenka,RU,51.3223,42.7678,7.66,95,76,7.0,broken clouds
378,Senador Jose Porfirio,BR,-2.5908,-51.9542,73.38,92,100,1.68,overcast clouds
379,Serebryansk,KZ,49.6925,83.2892,24.35,92,96,7.34,overcast clouds
380,Corinth,GR,37.9407,22.9573,47.68,80,8,1.99,clear sky
381,Ostrovnoy,RU,68.0531,39.5131,20.75,85,100,26.22,overcast clouds
382,Kayerkan,RU,69.3497,87.7602,-6.75,83,14,7.63,few clouds
383,Barkhan,PK,29.8977,69.5256,58.6,29,68,2.77,broken clouds
384,Freeport,US,40.6576,-73.5832,27.01,66,100,20.71,overcast clouds
385,Komsomolskiy,UZ,40.4272,71.7189,42.15,81,40,4.61,mist
386,Nuuk,GL,64.1835,-51.7216,5.61,78,75,5.75,broken clouds
387,Saint-Paul,RE,-21.0096,55.2707,87.89,70,10,3.09,clear sky
388,Saurimo,AO,-9.6608,20.3916,63.61,97,100,3.42,overcast clouds
389,Pangody,RU,65.85,74.4859,-12.5,98,90,8.21,overcast clouds
390,Hegang,CN,47.4,130.3667,11.3,77,51,2.73,broken clouds
391,Camden,US,39.7835,-74.9663,28.71,80,85,1.99,overcast clouds
392,Rocha,UY,-34.4833,-54.3333,57.67,65,21,8.08,few clouds
393,Corn Island,NI,12.1694,-83.0418,80.49,73,14,20.11,few clouds
394,Spokane,US,47.6166,-117.3677,35.69,73,0,3.44,clear sky
395,Biltine,TD,14.5333,20.9167,68.56,14,100,10.04,overcast clouds
396,Sorland,NO,67.667,12.6934,28.47,60,99,30.29,snow
397,Capreol,CA,46.706,-80.9225,-8.93,74,0,6.91,clear sky
398,Lagos,NG,6.5833,3.75,76.98,89,8,3.15,clear sky
399,Grindavik,IS,63.8424,-22.4338,31.95,86,75,8.05,light snow
400,Mehamn,NO,71.0357,27.8492,23.18,79,75,13.8,broken clouds
401,Yaan,NG,7.3833,8.5667,74.05,18,96,5.17,overcast clouds
402,Moree,AU,-29.4667,149.85,91.42,19,28,6.91,scattered clouds
403,Itarema,BR,-2.9248,-39.9167,78.12,84,29,10.22,scattered clouds
404,Touros,BR,-5.1989,-35.4608,79.7,79,7,10.42,clear sky
405,Naze,JP,28.3667,129.4833,54.52,72,100,17.74,overcast clouds
406,Taltal,CL,-25.4,-70.4833,66.92,80,3,1.21,clear sky
407,Aubenas,FR,44.6201,4.3899,49.17,91,100,11.23,moderate rain
408,Nikolsk,RU,53.7189,46.0712,20.77,95,100,8.48,overcast clouds
409,Pacific Grove,US,36.6177,-121.9166,61.3,90,100,1.01,mist
410,Kruisfontein,ZA,-34.0033,24.7314,64.2,86,100,11.43,light rain
411,Saint-Pierre,RE,-21.3393,55.4781,87.44,70,0,9.22,clear sky
412,Marihatag,PH,8.7936,126.2969,82.78,72,13,6.13,few clouds
413,Cockburn Town,TC,21.4612,-71.1419,77.59,83,0,18.63,clear sky
414,Flinders,AU,-34.5833,150.8552,87.8,62,95,7.0,overcast clouds
415,Hay River,CA,60.8156,-115.7999,-14.82,84,40,6.91,scattered clouds
416,Kalmunai,LK,7.4167,81.8167,81.7,70,55,13.69,broken clouds
417,Sidi Ali,DZ,36.0998,0.4206,48.69,78,66,6.62,broken clouds
418,Broome,US,42.2506,-75.833,12.02,79,0,8.05,clear sky
419,Cabo San Lucas,MX,22.8909,-109.9124,68.61,56,66,6.35,broken clouds
420,La Ronge,CA,55.1001,-105.2842,-1.95,65,0,5.75,clear sky
421,Ust-Nera,RU,64.5667,143.2,-20.43,97,45,1.41,scattered clouds
422,Longwy,FR,49.5194,5.7688,49.6,76,99,10.0,overcast clouds
423,Barstow,US,34.8986,-117.0228,58.55,17,0,2.08,clear sky
424,Filadelfia,US,39.9523,-75.1638,28.54,71,40,10.36,scattered clouds
425,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,78.71,77,44,8.23,scattered clouds
426,Saint-Maximin-La-Sainte-Baume,FR,43.4521,5.8622,48.34,90,100,7.38,overcast clouds
427,Saint-Francois,FR,46.4154,3.9054,50.41,66,75,12.66,broken clouds
428,Alofi,NU,-19.0595,-169.9187,82.29,74,75,10.36,broken clouds
429,Banda Aceh,ID,5.5577,95.3222,85.59,64,85,6.69,overcast clouds
430,Guiglo,CI,6.5456,-7.4966,69.66,99,34,2.55,scattered clouds
431,Sovetskiy,RU,61.3614,63.5842,-6.65,98,58,2.08,broken clouds
432,Luba,GQ,3.4568,8.5547,80.06,84,100,3.83,overcast clouds
433,Gisborne,NZ,-38.6533,178.0042,60.94,71,48,14.9,scattered clouds
434,Pionerskiy,RU,54.9508,20.2275,35.44,73,96,22.37,overcast clouds
435,Kiunga,PG,-6.1219,141.2906,88.48,62,29,0.6,scattered clouds
436,Kozhva,RU,65.1073,57.0459,3.56,97,85,6.55,overcast clouds
437,Margherita,IN,27.2833,95.6833,71.08,35,0,3.83,clear sky
438,Sechelt,CA,49.4664,-123.7694,50.05,78,100,7.0,overcast clouds
439,Mnogovershinnyy,RU,53.9353,139.9242,2.3,76,9,4.18,clear sky
440,Linden,GY,6.0,-58.3,75.34,96,96,2.06,overcast clouds
441,Pekan,MY,3.4836,103.3996,78.91,71,100,5.41,overcast clouds
442,Great Falls,US,47.5002,-111.3008,36.68,67,0,8.05,clear sky
443,Umea,SE,63.8284,20.2597,22.93,86,0,4.61,clear sky
444,Amstetten,AT,48.1229,14.8721,29.19,77,1,2.26,clear sky
445,Markova,UA,48.6758,24.4138,11.79,81,4,4.36,clear sky
446,Asau,RO,46.4333,26.4,27.95,80,98,3.58,overcast clouds
447,Leh,IN,34.1667,77.5833,9.57,81,59,2.3,broken clouds
448,Tamandare,BR,-8.7597,-35.1047,78.57,78,34,7.47,scattered clouds
449,Sembakung,ID,3.8167,117.25,85.93,61,89,0.65,overcast clouds
450,Udachnyy,RU,66.4167,112.4,-2.79,71,6,1.25,clear sky
451,Lingao,CN,19.9103,109.6859,63.09,84,100,8.86,overcast clouds
452,Morros,BR,-9.4467,-46.3003,71.22,92,99,3.36,light rain
453,Kharod,IN,21.75,82.5667,74.05,19,3,3.47,clear sky
454,Dunedin,NZ,-45.8742,170.5036,60.8,64,89,8.01,overcast clouds
455,Aksu,CN,41.1231,80.2644,35.38,32,65,2.59,broken clouds
456,Barysh,RU,53.6553,47.1123,24.73,96,100,6.71,light snow
457,Norman Wells,CA,65.282,-126.8329,-11.16,77,75,3.44,light snow
458,Kerema,PG,-7.9631,145.7785,83.93,71,96,8.34,light rain
459,Bukachacha,RU,52.9833,116.9167,2.39,76,91,2.64,overcast clouds
460,Lavrentiya,RU,65.5833,-171.0,-21.66,92,12,5.46,few clouds
461,Guerrero Negro,MX,27.9769,-114.0611,66.0,51,4,7.02,clear sky
462,Samarai,PG,-10.6167,150.6667,83.62,70,87,9.64,overcast clouds
463,Yarim,YE,14.298,44.3779,52.66,72,8,0.83,clear sky
464,Hirara,JP,24.8,125.2833,66.47,72,75,21.85,broken clouds
465,Okhotsk,RU,59.3833,143.3,-0.04,78,1,11.97,clear sky
466,Talcahuano,CL,-36.7167,-73.1167,60.48,77,100,5.75,overcast clouds
467,Beringovskiy,RU,63.05,179.3167,-23.73,97,40,9.82,scattered clouds
468,Gawler,AU,-34.6,138.7333,97.11,25,8,13.0,clear sky
469,Mapiri,BO,-15.25,-68.1667,65.39,95,95,1.39,overcast clouds
470,Longonjo,AO,-12.9067,15.2533,58.26,88,72,1.21,broken clouds
471,Voyvozh,RU,62.892,54.9635,0.45,100,99,4.7,overcast clouds
472,Arese,IT,45.5523,9.0765,40.59,71,75,2.3,broken clouds
473,Sechura,PE,-5.5569,-80.8222,73.44,76,99,6.2,overcast clouds
474,Ayabe,JP,35.3,135.25,51.26,54,41,11.9,scattered clouds
475,Olinda,BR,-8.0089,-34.8553,82.13,74,40,6.91,scattered clouds
476,Rutland,US,43.6167,-73.0162,16.74,79,100,5.75,overcast clouds
477,Nouakchott,MR,18.0858,-15.9785,66.13,36,99,9.37,overcast clouds
478,Rabo De Peixe,PT,37.8,-25.5833,56.28,81,75,8.05,broken clouds
479,Olafsvik,IS,64.8945,-23.7142,34.21,68,97,14.07,overcast clouds
480,Havelock,US,34.8791,-76.9013,40.98,85,100,8.01,overcast clouds
481,Tambo,PE,-14.8,-73.9167,36.28,84,83,0.54,broken clouds
482,Broken Hill,AU,-31.95,141.4333,92.66,21,99,10.07,overcast clouds
483,San Cristobal,VE,7.7669,-72.225,69.98,77,96,1.3,overcast clouds
484,General Pico,AR,-35.6566,-63.7568,59.58,39,0,8.41,clear sky
485,Corrales,US,35.2378,-106.6067,47.25,31,0,8.05,clear sky
486,Ojinaga,MX,29.5667,-104.4167,49.41,25,0,6.91,clear sky
487,Leningradskiy,RU,69.3833,178.4167,-17.79,90,80,5.93,broken clouds
488,Rreshen,AL,41.7675,19.8756,31.28,90,70,3.24,broken clouds
489,Bell Ville,AR,-32.6259,-62.6887,61.36,43,0,6.35,clear sky
490,Husavik,IS,66.0449,-17.3389,15.71,80,97,17.22,overcast clouds
491,Souillac,MU,-20.5167,57.5167,84.36,94,40,12.66,light rain
492,Puerto Narino,CO,-3.7703,-70.3831,73.35,99,100,1.48,overcast clouds
493,Pizhanka,RU,57.4604,48.542,11.95,96,100,7.18,overcast clouds
494,Summerville,US,33.0185,-80.1757,47.98,74,100,12.66,overcast clouds
495,Arlit,NE,18.7369,7.3853,61.63,14,0,3.22,clear sky
496,Bukama,CD,-9.2,25.85,67.44,99,100,2.37,moderate rain
497,Khorixas,NA,-20.3667,14.9667,69.93,77,100,7.85,overcast clouds
498,Traverse City,US,44.7631,-85.6206,4.95,69,0,0.0,clear sky
499,Alexandria,EG,31.2156,29.9553,56.48,67,11,7.09,few clouds
500,Padang,ID,-0.9492,100.3543,87.85,57,37,5.55,scattered clouds
501,San Carlos De Bariloche,AR,-41.1456,-71.3082,64.15,55,0,12.66,clear sky
502,Little Current,CA,45.9793,-81.9248,-5.75,95,9,2.59,clear sky
503,Maamba,ZM,-17.3667,27.15,69.78,84,16,1.88,few clouds
504,Nyurba,RU,63.2842,118.3319,-6.5,95,100,1.54,overcast clouds
505,Petauke,ZM,-14.2426,31.3253,65.14,98,100,2.26,light rain
506,Buchanan,LR,5.8808,-10.0467,78.76,86,16,3.4,light rain
507,Burnie,AU,-41.0667,145.9167,73.94,62,93,10.85,overcast clouds
508,Sitka,US,57.0531,-135.33,40.89,81,40,5.75,scattered clouds
509,Manokwari,ID,-0.8667,134.0833,81.81,72,100,7.96,overcast clouds
510,Radovitskiy,RU,55.1282,39.7956,22.32,87,100,9.64,light snow
511,Kirovskiy,RU,45.0917,133.5136,12.42,83,100,3.69,overcast clouds
512,Penzance,GB,50.1186,-5.5371,45.77,72,27,18.57,scattered clouds
513,Maumere,ID,-8.6199,122.2111,83.61,73,30,5.57,scattered clouds
514,Keti Bandar,PK,24.1447,67.4497,71.73,54,0,6.73,clear sky
515,Mulege,MX,26.8833,-111.9833,65.48,30,4,2.48,clear sky
516,Nishihara,JP,26.1842,127.7558,64.06,77,75,13.8,broken clouds
517,Sabang,ID,5.8933,95.3214,82.47,73,74,11.74,broken clouds
518,Marugame,JP,34.2833,133.7833,54.82,49,44,9.4,scattered clouds
519,Dalnerechensk,RU,45.9339,133.7225,10.87,85,100,4.32,overcast clouds
520,Rock Springs,US,41.5875,-109.2029,35.04,40,0,16.11,clear sky
521,Saint-Louis,SN,16.3333,-15.0,67.8,19,99,9.46,overcast clouds
522,Valera,VE,9.3178,-70.6036,70.09,84,24,4.56,few clouds
523,Bathurst,AU,-33.4166,149.5806,81.97,38,77,1.99,broken clouds
524,Port Moresby,PG,-9.4431,147.1797,83.62,72,21,12.41,few clouds
525,Tura,IN,25.5198,90.2201,73.36,35,0,1.01,clear sky
526,Linxia,CN,35.6003,103.2064,28.35,66,58,4.27,broken clouds
527,Viedma,AR,-40.8135,-62.9967,76.6,19,0,11.48,clear sky
528,Yumen,CN,40.2833,97.2,34.21,28,42,14.85,scattered clouds
529,Goderich,CA,43.7501,-81.7165,8.91,78,98,8.05,overcast clouds
530,Durazno,UY,-33.4131,-56.5006,59.0,50,0,8.88,clear sky
531,Turayf,SA,31.6725,38.6637,41.25,60,0,4.61,clear sky
532,Pangkalanbuun,ID,-2.6833,111.6167,88.27,61,93,2.66,overcast clouds
533,Boa Vista,BR,2.8197,-60.6733,78.78,73,0,12.66,clear sky
534,Boston,US,42.3584,-71.0598,27.37,89,100,11.5,light snow
535,Shelburne,CA,44.0787,-80.2041,5.56,74,97,2.98,overcast clouds
536,Tessalit,ML,20.1986,1.0114,56.57,27,27,9.24,scattered clouds
537,Barre,US,44.197,-72.5021,14.47,66,100,5.75,overcast clouds
538,Male,MV,4.1748,73.5089,82.27,73,65,8.88,broken clouds
539,San Quintin,MX,30.4833,-115.95,64.11,44,0,4.29,clear sky
540,Aasiaat,GL,68.7098,-52.8699,-11.07,95,98,7.56,overcast clouds
541,Akhtanizovskaya,RU,45.32,37.1,32.49,66,98,18.97,overcast clouds
542,Mantua,IT,45.1667,10.7833,40.24,78,73,1.99,broken clouds
543,Martil,MA,35.6166,-5.2752,58.96,77,84,9.22,broken clouds
544,Veraval,IN,20.9,70.3667,73.09,49,6,8.95,clear sky
545,Parfenyevo,RU,58.484,43.4088,26.08,94,100,9.98,overcast clouds
546,Jinchang,CN,38.4953,102.1739,31.14,54,93,6.17,overcast clouds
547,Nhulunbuy,AU,-12.2333,136.7667,90.21,55,40,16.11,scattered clouds
548,Kilrush,IE,52.6397,-9.4833,45.75,83,60,24.11,broken clouds
549,Arona,ES,28.0996,-16.681,55.92,68,20,10.36,few clouds
550,Buxton,GB,53.2574,-1.9098,41.43,92,100,5.01,overcast clouds
551,Havre,FR,49.5833,0.3333,46.44,87,75,17.09,broken clouds
552,Sambava,MG,-14.2667,50.1667,76.87,83,18,5.28,few clouds
553,Bozdar,PK,27.1828,68.636,64.47,20,2,9.82,clear sky
554,Warwick,US,41.7001,-71.4162,28.78,92,100,8.05,snow
555,Grenfell,AU,-33.9,148.1667,87.51,23,91,2.89,overcast clouds
556,Ust-Tsilma,RU,65.441,52.1498,1.26,98,90,4.56,overcast clouds
557,Lufkin,US,31.3382,-94.7291,41.05,77,0,0.0,clear sky
558,Kushima,JP,31.4583,131.2333,58.51,66,100,7.4,overcast clouds
559,Almaznyy,RU,48.0448,40.045,19.54,83,4,2.06,clear sky
560,Khasan,RU,42.4308,130.6434,21.51,48,100,6.73,overcast clouds
561,The Pas,CA,53.8251,-101.2541,-5.78,84,40,4.61,scattered clouds
562,Abu Kamal,SY,34.4506,40.9171,51.24,35,0,7.02,clear sky
563,Kudahuvadhoo,MV,2.6708,72.8944,81.57,76,70,7.67,broken clouds
564,Shemysheyka,RU,52.892,45.3928,19.62,96,99,6.76,overcast clouds
565,Merauke,ID,-8.4667,140.3333,83.73,71,78,13.13,broken clouds
566,Fiche,ET,9.8,38.7333,54.0,43,98,2.46,overcast clouds
567,Erenhot,CN,43.6475,111.9767,-1.12,72,9,3.29,clear sky
568,Buraydah,SA,26.326,43.975,45.05,29,0,2.98,clear sky
569,Kirkwall,GB,58.9848,-2.9587,41.05,100,75,9.22,broken clouds
570,Nioro,GM,13.35,-15.75,69.12,20,36,6.24,scattered clouds
571,Macomb,US,40.4592,-90.6718,14.68,70,100,4.61,overcast clouds
572,Deputatskiy,RU,69.3,139.9,-10.93,95,95,4.41,overcast clouds
573,Atasu,KZ,48.6814,71.6433,25.95,95,100,18.16,light snow
574,Hanmer Springs,NZ,-42.5167,172.8167,61.81,68,22,1.95,few clouds
575,Penticton,CA,49.4806,-119.5858,38.68,64,75,12.66,broken clouds
576,Santo Antonio Do Ica,BR,-3.1022,-67.9397,72.34,100,100,2.1,light rain
577,Sakakah,SA,29.9697,40.2064,42.37,30,12,4.88,few clouds
578,Waingapu,ID,-9.6567,120.2641,85.86,67,80,9.69,broken clouds
579,Port Macquarie,AU,-31.4333,152.9167,76.89,66,90,10.09,overcast clouds
580,Kawanoe,JP,34.0167,133.5667,55.47,61,47,7.63,scattered clouds
581,Kumluca,TR,36.3703,30.2869,53.67,58,1,5.57,clear sky
582,Byron Bay,AU,-28.65,153.6167,73.36,84,69,13.06,light rain
583,Cururupu,BR,-1.8283,-44.8683,74.8,96,100,3.47,overcast clouds
584,Cabedelo,BR,-6.9811,-34.8339,81.27,78,7,8.99,clear sky
585,Pocone,BR,-16.2567,-56.6228,74.07,95,100,4.12,light rain
586,Kavaratti,IN,10.5669,72.642,81.09,70,1,8.59,clear sky
587,Puerto Leguizamo,CO,-0.1934,-74.7819,73.0,96,97,2.01,overcast clouds
588,Port Pirie,AU,-33.1833,138.0167,88.14,36,2,12.26,clear sky
589,Vathi,GR,38.4,23.6,48.51,96,20,0.0,few clouds
590,Igarapava,BR,-20.0383,-47.7469,72.52,96,42,2.91,scattered clouds
591,Ilheus,BR,-14.7889,-39.0494,72.91,95,95,3.11,overcast clouds
592,Uddiawan,PH,16.5589,121.1512,82.31,78,67,1.99,broken clouds
593,Pecos,US,31.4229,-103.4932,53.31,28,0,4.61,clear sky
594,Praia,CV,14.9215,-23.5087,70.34,83,40,20.71,scattered clouds
595,Tukrah,LY,32.5341,20.5791,50.72,80,6,3.62,clear sky
596,Mezohegyes,HU,46.3167,20.8167,32.07,75,11,7.76,few clouds
597,Alcala La Real,ES,37.4614,-3.923,47.59,92,94,1.99,overcast clouds
598,Dagana,MR,16.5165,-15.5068,67.5,20,94,10.49,overcast clouds
599,Takoradi,GH,4.8845,-1.7554,78.03,87,100,5.06,overcast clouds
600,San Patricio,US,28.017,-97.5169,53.83,47,97,7.38,overcast clouds
601,Pangnirtung,CA,66.1451,-65.7125,-33.84,95,80,4.97,broken clouds
602,Necochea,AR,-38.5473,-58.7368,57.11,57,0,8.3,clear sky
603,Hoquiam,US,46.9809,-123.8893,48.99,89,100,11.5,overcast clouds
604,Muravlenko,RU,63.7898,74.523,-13.36,100,99,7.92,overcast clouds
605,Chibombo,ZM,-14.6569,28.0706,64.49,93,86,2.66,overcast clouds
606,Sandy Bay,AU,-42.913,147.3532,71.06,65,75,11.5,broken clouds
607,Iwanai,JP,42.9744,140.5089,32.36,71,80,6.38,broken clouds
608,Asyut,EG,27.181,31.1837,50.79,82,3,9.91,clear sky
609,Nizwa,OM,22.9333,57.5333,63.36,49,0,3.22,clear sky
610,Nehe,CN,48.4833,124.8333,6.87,83,95,8.16,overcast clouds
611,Gbadolite,CD,4.2833,21.0167,73.09,36,72,1.16,broken clouds
612,Bay-Khaak,RU,51.1667,94.5,-10.59,91,99,0.69,overcast clouds
613,Surat Thani,TH,9.1667,99.25,91.11,64,40,4.61,scattered clouds
614,Salalah,OM,17.0151,54.0924,71.06,21,2,20.65,clear sky
615,Ballina,AU,-28.8667,153.5667,73.44,96,53,13.33,broken clouds
616,Lerwick,GB,60.1545,-1.1494,41.0,91,100,31.83,overcast clouds
617,Jiutai,CN,44.1525,125.8328,10.74,62,100,12.84,overcast clouds
618,Ahlat,TR,38.7518,42.4814,19.76,79,100,4.09,overcast clouds
619,Rincon,US,32.296,-81.2354,46.85,31,0,14.97,clear sky
620,Lafia,NG,8.4833,8.5167,75.09,16,93,1.54,overcast clouds
621,San Nicolas,PH,18.1725,120.5953,87.94,68,90,10.51,overcast clouds
622,Korla,CN,41.7597,86.1469,33.62,41,9,2.51,clear sky
623,Rio Pardo,BR,-29.9897,-52.3781,57.31,48,0,3.6,clear sky
624,Coahuayana,MX,18.7333,-103.6833,72.84,69,77,3.31,broken clouds
625,Bundaberg,AU,-24.85,152.35,84.22,71,75,19.57,broken clouds
626,Texarkana,US,33.4251,-94.0477,43.02,59,0,1.99,clear sky
627,Kununurra,AU,-15.7667,128.7333,84.18,79,71,3.44,broken clouds
628,Tromso,NO,69.6496,18.957,26.62,80,75,10.36,broken clouds
629,Amapa,BR,1.0,-52.0,72.12,99,98,1.68,overcast clouds
630,Xai-Xai,MZ,-25.0519,33.6442,79.21,78,54,3.56,light rain
631,Sao Francisco De Paula,BR,-29.4481,-50.5836,58.69,97,18,2.46,few clouds
632,Istok,XK,42.7808,20.4875,38.16,92,98,0.72,overcast clouds
633,Ponta Delgada,PT,37.7333,-25.6667,58.5,67,75,8.05,broken clouds
634,Monster,NL,52.0258,4.175,54.0,72,100,23.02,overcast clouds
635,Tuatapere,NZ,-46.1333,167.6833,63.82,64,100,7.31,overcast clouds
636,Grabouw,ZA,-34.1515,19.0151,65.5,82,60,13.31,broken clouds
637,Karpogory,RU,64.0019,44.4451,15.96,89,100,9.98,overcast clouds
638,Itoman,JP,26.1247,127.6694,64.78,77,75,13.8,broken clouds
639,Pandharpur,IN,17.6667,75.3333,80.53,26,23,9.89,few clouds
640,Waipawa,NZ,-41.4122,175.5153,59.45,74,99,11.32,overcast clouds
641,Gorontalo,ID,0.5412,123.0595,89.69,52,74,3.15,broken clouds
642,Ucluelet,CA,48.9329,-125.5528,47.08,88,100,3.0,overcast clouds
643,Staraya Stanitsa,RU,48.35,40.2833,29.19,78,5,2.19,clear sky
644,Shahrud,IR,36.4182,54.9763,34.93,66,10,7.2,clear sky
645,Nieuw Amsterdam,SR,5.8833,-55.0833,77.02,92,34,6.49,scattered clouds
646,Abaza,RU,52.655,90.0928,18.93,77,99,0.67,overcast clouds
647,Vardo,NO,70.3705,31.1107,21.88,76,100,13.4,overcast clouds
648,Banyo,CM,6.75,11.8167,65.19,21,100,3.04,overcast clouds
649,Ust-Kulom,RU,61.6864,53.6902,-0.8,100,100,3.13,overcast clouds
650,Churapcha,RU,62.0025,132.4325,-15.93,88,98,1.74,overcast clouds
651,Springbok,ZA,-29.6643,17.8865,73.26,47,50,5.12,scattered clouds
652,Twentynine Palms,US,34.1356,-116.0542,66.07,13,1,1.99,clear sky
653,Maningrida,AU,-12.0667,134.2667,88.2,56,68,9.06,broken clouds
654,Dauphin,CA,51.1494,-100.0502,-3.86,84,100,5.75,overcast clouds
655,Lyndon,US,38.2567,-85.6016,25.45,74,100,5.75,overcast clouds
656,Gat,IL,31.61,34.7642,55.4,100,99,4.76,overcast clouds
657,Doha,QA,25.2867,51.5333,66.18,65,0,12.66,clear sky
658,Mendi,PG,-6.1761,143.6513,60.91,96,97,3.36,overcast clouds
659,Middlesbrough,GB,54.5762,-1.2348,43.52,93,100,9.37,overcast clouds
660,Kargil,IN,34.5667,76.1,8.24,87,100,3.09,overcast clouds
661,Cidreira,BR,-30.1811,-50.2056,68.47,85,26,6.89,scattered clouds
662,Honggang,CN,46.4667,124.8667,6.76,85,100,9.89,overcast clouds
663,Mushie,CD,-3.0167,16.9,71.53,91,89,1.61,overcast clouds
664,Satara,IN,17.6833,73.9833,78.31,27,9,6.02,clear sky
665,Qandala,SO,11.472,49.8728,74.93,65,83,4.54,broken clouds
666,Kuntaur,GM,13.6667,-14.8833,69.26,20,35,7.56,scattered clouds
667,Okha,RU,53.5739,142.9478,-0.83,89,20,14.07,few clouds
668,Shizilu,CN,35.1711,118.8289,42.33,42,38,11.01,scattered clouds
669,Dangriga,BZ,16.9692,-88.2321,73.98,87,61,17.43,broken clouds
670,Seoul,KR,37.5683,126.9778,51.31,39,75,12.66,broken clouds
671,Sterling,US,39.0062,-77.4286,29.25,83,100,3.44,overcast clouds
672,Port Hueneme,US,34.1478,-119.1951,75.24,50,0,4.61,clear sky
673,Portland,US,45.5234,-122.6762,55.98,72,100,10.36,overcast clouds
674,Aitape,PG,-3.1374,142.3475,83.86,73,99,5.97,overcast clouds
675,Rapar,IN,23.5667,70.6333,72.01,53,0,6.31,clear sky
676,Riohacha,CO,11.5444,-72.9072,75.88,82,6,10.54,clear sky
677,Mogadishu,SO,2.0371,45.3438,78.49,74,64,20.51,broken clouds
678,Awjilah,LY,29.1081,21.2869,50.77,65,0,5.82,clear sky
679,Xiongyue,CN,40.1774,122.1228,18.41,71,100,20.4,overcast clouds
680,Dauriya,RU,49.9333,116.8667,-9.94,90,50,4.07,scattered clouds
681,Azuaga,ES,38.2667,-5.6833,44.96,91,40,8.66,scattered clouds
682,Severnoye,RU,56.3491,78.3619,8.33,94,100,9.15,overcast clouds
683,Schalksmuhle,DE,51.2333,7.5333,47.93,74,100,8.99,overcast clouds
684,Lastoursville,GA,-0.8143,12.7287,71.31,98,100,1.99,overcast clouds
685,Belaya Kholunitsa,RU,58.84,50.8528,3.83,100,88,4.34,overcast clouds
686,Albion,US,42.2431,-84.753,10.22,87,100,0.0,mist
687,Narsaq,GL,60.9167,-46.05,21.42,92,100,6.42,light snow
688,Amudat,UG,1.95,34.95,73.4,41,37,0.69,scattered clouds
689,Zhaotong,CN,27.3167,103.7167,49.98,52,26,4.43,scattered clouds
690,Lashio,MM,22.9333,97.75,77.38,21,0,2.53,clear sky
691,The Valley,AI,18.217,-63.0578,77.09,66,4,17.65,clear sky
692,Nemuro,JP,43.3236,145.575,28.83,75,100,13.13,overcast clouds
693,Makakilo City,US,21.3469,-158.0858,71.92,58,0,11.5,clear sky
694,Sabha,LY,27.0377,14.4283,47.64,43,0,11.54,clear sky
695,Vytegra,RU,61.0064,36.4481,29.95,93,100,10.74,light snow
