City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Pierre,US,2022-02-13 14:57:21,44.3683,-100.351,8.06,71,20,11.99
295,Yatou,CN,2022-02-13 14:57:22,37.15,122.3833,34.21,79,39,1.54
296,Provideniya,RU,2022-02-13 14:57:22,64.3833,-173.3,-12.15,93,15,3.83
297,Ninghai,CN,2022-02-13 14:57:22,29.2892,121.4247,45.73,93,100,4.41
298,Sabang,ID,2022-02-13 14:57:23,5.8933,95.3214,82.9,74,47,14.5
299,Roura,GF,2022-02-13 14:57:23,4.7263,-52.3274,84.11,74,75,13.8
300,Karauli,IN,2022-02-13 14:57:23,26.5,77.0167,64.06,32,0,6.51
301,Marawi,PH,2022-02-13 14:57:24,7.9986,124.2928,66.65,92,94,2.59
302,Neuquen,AR,2022-02-13 14:57:24,-38.9516,-68.0591,75.09,35,0,5.75
303,Gobabis,NA,2022-02-13 14:57:24,-22.45,18.9667,79.75,42,99,8.9
304,Ouallam,NE,2022-02-13 14:57:25,14.3188,2.0866,93.2,6,4,5.55
305,Vung Tau,VN,2022-02-13 14:52:55,10.346,107.0843,79.57,82,8,18.57
306,Korla,CN,2022-02-13 14:57:25,41.7597,86.1469,31.39,43,0,4.59
307,Pathein,MM,2022-02-13 14:57:25,16.7833,94.7333,66.79,70,76,7.96
308,Varhaug,NO,2022-02-13 14:57:26,58.6147,5.6457,44.89,95,100,13.58
309,Luangwa,ZM,2022-02-13 14:57:26,-15.6167,30.4167,84.25,65,99,1.99
310,Richards Bay,ZA,2022-02-13 14:57:26,-28.783,32.0377,87.93,56,7,13.44
311,Kaka,TM,2022-02-13 14:57:27,37.3482,59.6143,49.66,53,0,4.38
312,Sondershausen,DE,2022-02-13 14:57:27,51.3667,10.8667,49.12,68,14,12.19
313,Sussex,US,2022-02-13 14:57:27,41.1834,-74.6663,32.09,76,100,8.05
314,Melfort,CA,2022-02-13 14:57:27,52.8667,-104.6177,14.13,85,97,17.27
315,Arua,UG,2022-02-13 14:57:28,3.0201,30.9111,91.6,18,38,8.01
316,Lazaro Cardenas,MX,2022-02-13 14:57:28,17.9583,-102.2,79.86,38,73,2.93
317,Laurinburg,US,2022-02-13 14:57:28,34.7741,-79.4628,53.82,63,100,13.4
318,Tautira,PF,2022-02-13 14:57:29,-17.7333,-149.15,77.02,76,97,15.12
319,Townsville,AU,2022-02-13 14:57:29,-19.25,146.8,76.08,73,28,9.22
320,Marfino,RU,2022-02-13 14:57:29,55.7028,37.3822,31.95,68,75,15.66
321,Deputatskiy,RU,2022-02-13 14:58:35,69.3,139.9,-14.17,95,100,6.15
322,Hirado,JP,2022-02-13 14:58:35,33.3597,129.5531,49.39,72,100,18.1
323,Jibuti,DJ,2022-02-13 14:57:48,11.5,42.5,73.78,64,2,11.77
324,Xiongyue,CN,2022-02-13 14:58:35,40.1774,122.1228,21.47,92,100,10.22
325,Corner Brook,CA,2022-02-13 14:58:36,48.9667,-57.9484,26.76,89,100,11.59
326,Baculin,PH,2022-02-13 14:58:36,7.4525,126.5842,76.28,85,95,5.01
327,Guiratinga,BR,2022-02-13 14:58:36,-16.3494,-53.7583,81.73,70,36,5.39
328,Abu Kamal,SY,2022-02-13 14:58:37,34.4506,40.9171,62.42,26,0,6.6
329,Oranjemund,NA,2022-02-13 14:58:37,-28.55,16.4333,72.0,69,7,19.42
330,Bria,CF,2022-02-13 14:58:37,6.5423,21.9863,100.0,10,93,8.03
331,Bandarbeyla,SO,2022-02-13 14:58:38,9.4942,50.8122,76.32,67,19,17.09
332,La Rioja,ES,2022-02-13 14:54:22,42.25,-2.5,57.31,44,79,14.5
333,Yarmouth,US,2022-02-13 14:58:38,41.7057,-70.2286,35.11,87,99,3.0
334,Bilma,NE,2022-02-13 14:58:38,18.6853,12.9164,82.67,7,0,5.08
335,Altamira,BR,2022-02-13 14:58:39,-3.2033,-52.2064,77.09,83,100,2.3
336,Ipixuna,BR,2022-02-13 14:58:39,-1.7625,-48.8043,85.95,94,100,2.48
337,Kavaratti,IN,2022-02-13 14:58:39,10.5669,72.642,81.48,66,4,2.17
338,Mao,ES,2022-02-13 14:58:40,39.8885,4.2658,55.96,76,40,9.22
339,Ko Samui,TH,2022-02-13 14:58:40,9.5357,99.9357,82.78,75,17,13.58
340,Saldanha,ZA,2022-02-13 14:58:40,-33.0117,17.9442,84.25,78,32,26.89
341,Bodo,NO,2022-02-13 14:58:41,67.28,14.405,28.44,90,100,2.3
342,Cacador,BR,2022-02-13 14:58:41,-26.7753,-51.015,85.93,37,18,4.74
343,Lugovoy,KZ,2022-02-13 14:58:41,42.9472,72.7644,29.48,85,97,4.23
344,Arraial Do Cabo,BR,2022-02-13 14:58:42,-22.9661,-42.0278,82.36,78,40,9.22
345,Kamloops,CA,2022-02-13 14:58:42,50.6665,-120.3192,26.58,83,40,1.99
346,Ketchikan,US,2022-02-13 14:58:42,55.3422,-131.6461,37.87,100,100,3.44
347,Georgetown,MY,2022-02-13 14:57:25,5.4112,100.3354,83.95,89,40,3.44
348,Talnakh,RU,2022-02-13 14:58:43,69.4865,88.3972,-7.2,69,10,9.15
349,Lavrentiya,RU,2022-02-13 14:58:43,65.5833,-171.0,-19.08,93,16,3.8
350,Emba,KZ,2022-02-13 14:58:43,48.8264,58.1442,24.44,94,100,11.63
351,Alyangula,AU,2022-02-13 14:58:43,-13.8483,136.4192,76.87,100,75,0.0
352,Zunyi,CN,2022-02-13 14:58:44,27.6867,106.9072,39.06,87,53,1.95
353,Riyadh,SA,2022-02-13 14:56:25,24.6877,46.7219,66.34,23,0,11.81
354,Copiapo,CL,2022-02-13 14:58:44,-27.3667,-70.3333,67.69,48,11,5.84
355,Mogadishu,SO,2022-02-13 14:58:45,2.0371,45.3438,82.27,74,40,16.11
356,Ternate,ID,2022-02-13 14:58:45,0.8,127.4,80.24,76,98,2.37
357,Chimbote,PE,2022-02-13 14:58:45,-9.0853,-78.5783,75.63,68,17,6.51
358,Dezhou,CN,2022-02-13 14:58:45,37.4486,116.2925,31.35,91,100,7.78
359,Voznesenskoye,RU,2022-02-13 14:58:46,54.89,42.7569,29.5,91,92,10.13
360,Lompoc,US,2022-02-13 14:55:40,34.6391,-120.4579,64.53,40,0,8.05
361,Pontianak,ID,2022-02-13 14:58:46,-0.0333,109.3333,80.58,88,40,0.0
362,Aberchirder,GB,2022-02-13 14:58:47,57.5601,-2.6286,45.18,86,100,3.22
363,San Martin,AR,2022-02-13 14:58:47,-33.081,-68.4681,72.14,25,0,8.1
364,Nizhniy Tsasuchey,RU,2022-02-13 14:58:47,50.5167,115.1333,-19.05,98,20,4.23
365,Skjervoy,NO,2022-02-13 14:58:48,70.0311,20.9714,22.05,70,100,18.07
366,Tabuk,PH,2022-02-13 14:58:48,17.4189,121.4443,70.93,95,73,4.47
367,Mayya,RU,2022-02-13 14:58:48,61.7333,130.2811,-33.48,100,99,1.5
368,Barranca,PE,2022-02-13 14:58:49,-10.75,-77.7667,74.89,69,68,8.08
369,Butterworth,MY,2022-02-13 14:58:49,5.3991,100.3638,84.06,90,40,3.44
370,Wharton,US,2022-02-13 14:53:56,29.3116,-96.1027,40.03,62,0,9.22
371,Bozuyuk,TR,2022-02-13 14:59:54,39.9078,30.0367,40.26,88,100,5.39
372,Gumdag,TM,2022-02-13 14:59:55,39.2061,54.5906,50.92,53,87,14.58
373,Montrose,US,2022-02-13 14:59:55,38.4166,-108.2673,22.37,55,2,2.01
374,Ponta Delgada,PT,2022-02-13 14:59:55,37.7333,-25.6667,64.51,63,40,14.97
375,Shuangyang,CN,2022-02-13 14:59:56,43.5242,125.6736,4.96,79,100,10.96
376,Hami,CN,2022-02-13 14:59:56,42.8,93.45,28.65,52,100,5.77
377,Camaqua,BR,2022-02-13 14:59:56,-30.8511,-51.8122,65.79,93,100,5.61
378,Alvinopolis,BR,2022-02-13 14:59:57,-20.1067,-43.0489,80.42,63,82,2.15
379,Tuatapere,NZ,2022-02-13 14:59:57,-46.1333,167.6833,46.81,94,13,5.01
380,Geraldton,AU,2022-02-13 14:59:57,-28.7667,114.6,75.61,78,75,6.91
381,Saint George,US,2022-02-13 14:59:58,37.1041,-113.5841,54.36,27,0,3.38
382,Poum,NC,2022-02-13 14:59:58,-20.2333,164.0167,80.49,79,100,14.52
383,Petropavlovsk-Kamchatskiy,RU,2022-02-13 14:59:58,53.0452,158.6483,1.99,66,40,6.71
384,Praya,CV,2022-02-13 14:59:59,14.9215,-23.5087,81.14,50,40,20.71
385,Vanimo,PG,2022-02-13 14:59:59,-2.6741,141.3028,78.08,88,64,7.18
386,Khandagayty,RU,2022-02-13 14:59:59,50.7333,92.05,-25.06,93,52,3.74
387,Jaciara,BR,2022-02-13 15:00:00,-15.9653,-54.9683,84.24,70,96,2.1
388,Monteagudo,BO,2022-02-13 15:00:00,-19.8167,-63.9833,64.18,74,100,2.17
389,Sioux Lookout,CA,2022-02-13 14:59:18,50.1001,-91.917,-27.02,74,40,4.61
390,Vila Franca Do Campo,PT,2022-02-13 15:00:01,37.7167,-25.4333,64.2,71,100,7.27
391,Yeppoon,AU,2022-02-13 15:00:02,-23.1333,150.7333,73.18,77,46,18.59
392,Qasigiannguit,GL,2022-02-13 15:00:06,68.8193,-51.1922,8.13,89,100,4.25
393,Santa Maria Del Oro,MX,2022-02-13 15:00:20,25.9333,-105.3667,42.87,43,100,0.45
394,Wagar,SD,2022-02-13 15:00:22,16.1525,36.2032,86.99,22,27,16.71
395,Isangel,VU,2022-02-13 15:00:25,-19.55,169.2667,78.71,90,87,5.95
396,Tecoanapa,MX,2022-02-13 15:00:28,16.5167,-98.75,78.84,45,79,4.94
397,Male,MV,2022-02-13 15:00:30,4.1748,73.5089,81.82,75,100,13.58
398,Kloulklubed,PW,2022-02-13 15:00:35,7.0419,134.2556,81.1,78,100,19.53
399,Gorin,RU,2022-02-13 15:00:35,51.1983,136.6669,12.09,95,100,5.55
400,Burns Lake,CA,2022-02-13 15:00:37,54.2331,-125.7533,27.82,99,100,0.98
401,Genhe,CN,2022-02-13 15:00:39,50.7833,121.5167,-15.93,100,92,1.88
402,Great Yarmouth,GB,2022-02-13 15:00:40,52.6083,1.7305,47.95,79,100,29.06
403,Atar,MR,2022-02-13 15:00:41,20.5169,-13.0499,82.18,11,70,11.99
404,Lady Lake,US,2022-02-13 14:55:51,28.9175,-81.9229,63.14,92,100,1.99
405,Gunjur,GM,2022-02-13 15:00:42,13.2019,-16.7339,86.04,23,3,11.36
406,Bustamante,MX,2022-02-13 15:00:42,26.5333,-100.5,47.93,50,1,1.48
407,Burnie,AU,2022-02-13 15:00:43,-41.0667,145.9167,59.94,93,94,6.67
408,Kahone,SN,2022-02-13 15:00:44,14.15,-16.0333,94.53,7,17,14.74
409,Kidal,ML,2022-02-13 15:00:44,18.4411,1.4078,86.05,6,31,9.33
410,Charters Towers,AU,2022-02-13 15:00:45,-20.1,146.2667,71.19,76,20,7.43
411,Nueve De Julio,AR,2022-02-13 14:57:59,-35.4444,-60.8831,71.71,36,8,7.18
412,Roebourne,AU,2022-02-13 15:00:45,-20.7833,117.1333,87.8,61,3,9.64
413,Lakes Entrance,AU,2022-02-13 15:00:46,-37.8811,147.981,71.17,68,100,5.61
414,Quepos,CR,2022-02-13 14:57:11,9.4236,-84.1652,88.59,50,52,1.74
415,Marrakesh,MA,2022-02-13 14:57:41,31.6315,-8.0083,71.67,20,0,4.61
416,Kropotkin,RU,2022-02-13 15:01:51,45.4375,40.5756,36.66,63,6,5.44
417,Braniewo,PL,2022-02-13 15:01:52,54.3797,19.8196,38.21,63,54,18.39
418,La Ronge,CA,2022-02-13 15:01:52,55.1001,-105.2842,1.62,85,100,13.8
419,Zhigansk,RU,2022-02-13 15:01:52,66.7697,123.3711,-34.76,100,100,3.47
420,Cassilandia,BR,2022-02-13 15:01:53,-19.1133,-51.7342,85.19,59,90,4.92
421,Pemberton,CA,2022-02-13 15:01:53,50.3164,-122.8027,29.35,85,97,1.16
422,Muzhi,RU,2022-02-13 15:01:53,65.3667,64.6667,-14.69,100,88,3.31
423,Carrickfergus,GB,2022-02-13 15:01:54,54.7158,-5.8058,46.36,90,100,5.75
424,Dawlatabad,AF,2022-02-13 15:01:54,36.4141,64.9053,45.19,54,24,4.97
425,Naze,JP,2022-02-13 15:01:54,28.3667,129.4833,59.56,92,100,10.78
426,Lannion,FR,2022-02-13 15:01:54,48.75,-3.4167,52.05,93,100,20.71
427,La Grande,US,2022-02-13 14:59:58,45.3246,-118.0877,31.98,75,5,7.11
428,Koson,UZ,2022-02-13 15:01:55,39.0375,65.585,44.92,43,6,7.27
429,Saint Anthony,US,2022-02-13 15:01:55,45.0205,-93.218,-0.08,74,0,5.75
430,Cherdyn,RU,2022-02-13 15:01:56,60.403,56.4787,13.75,98,100,2.01
431,Catamarca,AR,2022-02-13 14:57:01,-28.4696,-65.7852,81.59,53,6,5.01
432,Flinders,AU,2022-02-13 15:01:56,-34.5833,150.8552,67.37,78,76,5.01
433,Oktyabrskiy,RU,2022-02-13 15:01:56,54.4815,53.471,16.68,96,100,5.68
434,Stourbridge,GB,2022-02-13 15:01:57,52.4561,-2.1432,50.63,97,100,5.99
435,Okha,RU,2022-02-13 15:01:57,53.5739,142.9478,-10.8,95,38,6.78
436,Gursu,TR,2022-02-13 15:01:57,40.2188,29.1949,47.86,80,100,4.92
437,Asau,RO,2022-02-13 15:01:58,46.4333,26.4,36.52,69,100,3.76
438,Coahuayana,MX,2022-02-13 15:01:58,18.7333,-103.6833,80.74,36,42,3.49
439,Ostrovnoy,RU,2022-02-13 15:01:58,68.0531,39.5131,8.19,84,9,10.96
440,Alofi,NU,2022-02-13 15:01:59,-19.0595,-169.9187,80.98,73,100,14.54
441,Caravelas,BR,2022-02-13 15:01:59,-17.7125,-39.2481,81.52,70,93,8.9
442,Ibra,OM,2022-02-13 15:01:59,22.6906,58.5334,74.8,29,3,12.91
443,San Cristobal,VE,2022-02-13 14:57:19,7.7669,-72.225,79.21,48,74,6.71
444,Iqaluit,CA,2022-02-13 15:02:00,63.7506,-68.5145,-20.31,75,100,1.7
445,Bone,DE,2022-02-13 15:02:00,51.9669,12.1396,51.26,61,19,11.5
446,Egvekinot,RU,2022-02-13 15:02:00,66.3167,-179.1667,-17.75,91,100,7.05
447,Ucluelet,CA,2022-02-13 15:00:47,48.9329,-125.5528,43.81,61,54,4.27
448,Galveston,US,2022-02-13 15:02:01,29.3669,-94.9669,43.18,49,0,8.01
449,Shelburne,CA,2022-02-13 15:00:46,44.0787,-80.2041,5.13,87,95,3.27
450,Shunyi,CN,2022-02-13 15:02:01,40.125,116.6453,19.35,93,40,2.24
451,Tromso,NO,2022-02-13 15:02:02,69.6496,18.957,23.38,68,0,12.66
452,Sirnak,TR,2022-02-13 15:02:02,37.5228,42.4594,35.49,65,76,6.44
453,Tsabong,BW,2022-02-13 15:02:02,-26.0217,22.401,91.63,15,9,1.05
454,Summerville,US,2022-02-13 15:02:03,33.0185,-80.1757,57.79,78,75,3.44
455,Jega,NG,2022-02-13 15:02:03,12.2175,4.3792,97.7,6,66,5.37
456,Singaraja,ID,2022-02-13 15:02:03,-8.112,115.0882,77.97,80,100,2.1
457,Venado Tuerto,AR,2022-02-13 15:00:05,-33.7456,-61.9688,74.79,22,0,3.06
458,Mecca,SA,2022-02-13 15:01:34,21.4267,39.8261,83.3,30,0,12.57
459,Banda Aceh,ID,2022-02-13 15:02:04,5.5577,95.3222,79.5,81,62,10.09
460,Kirakira,SB,2022-02-13 15:02:04,-10.4544,161.9205,78.87,84,86,6.91
461,Vila Velha,BR,2022-02-13 15:02:04,-20.3297,-40.2925,80.96,73,22,9.1
462,Chara,RU,2022-02-13 15:02:05,56.9064,118.2631,-25.82,83,19,0.96
463,Mosta,MT,2022-02-13 15:03:10,35.9092,14.4256,58.44,72,40,3.44
464,Papar,MY,2022-02-13 15:03:10,5.7333,115.9333,78.8,89,94,3.04
465,Tateyama,JP,2022-02-13 15:03:11,34.9833,139.8667,38.01,97,100,29.93
466,Kasongo-Lunda,CD,2022-02-13 15:03:11,-6.4667,16.8167,84.87,61,71,4.59
467,Graaff-Reinet,ZA,2022-02-13 15:03:11,-32.2522,24.5308,85.93,35,46,15.1
468,Doume,CM,2022-02-13 15:03:12,4.2333,13.45,96.06,11,98,4.14
469,Keroka,KE,2022-02-13 15:03:12,-0.7758,34.9453,66.13,61,100,4.38
470,Kalmar,SE,2022-02-13 15:03:12,56.6616,16.3616,41.14,81,0,12.66
471,Itarema,BR,2022-02-13 15:03:13,-2.9248,-39.9167,86.59,61,86,14.7
472,San Quintin,MX,2022-02-13 15:03:13,30.4833,-115.95,63.86,26,47,3.31
473,Nushki,PK,2022-02-13 15:03:13,29.5542,66.0215,59.0,28,58,4.81
474,Kyren,RU,2022-02-13 15:03:14,51.6828,102.1408,-5.55,97,100,0.94
475,Noumea,NC,2022-02-13 15:01:05,-22.2763,166.4572,81.0,99,98,5.66
476,Havre-Saint-Pierre,CA,2022-02-13 15:03:14,50.2334,-63.5986,-0.42,67,4,8.39
477,Matsuura,JP,2022-02-13 15:03:15,33.3271,129.721,48.92,80,100,11.39
478,Fort Nelson,CA,2022-02-13 15:03:15,58.8053,-122.7002,-10.57,100,11,0.89
479,Taikang,CN,2022-02-13 15:03:15,46.8333,124.4167,-9.27,100,17,5.12
480,Alugan,PH,2022-02-13 15:03:16,12.2188,125.4808,77.97,82,34,13.18
481,Raga,SS,2022-02-13 15:03:16,8.4596,25.678,92.71,9,12,8.84
482,Bowling Green,US,2022-02-13 15:02:55,36.9903,-86.4436,26.65,64,0,3.44
483,Wellington,NZ,2022-02-13 15:01:47,-41.2866,174.7756,54.77,97,75,27.63
484,Yumen,CN,2022-02-13 15:03:16,40.2833,97.2,25.74,52,100,2.53
485,Matamoros,MX,2022-02-13 15:03:17,25.5333,-103.25,44.71,52,40,5.75
486,Marsh Harbour,BS,2022-02-13 15:03:17,26.5412,-77.0636,75.81,80,100,18.1
487,Mahajanga,MG,2022-02-13 15:03:17,-15.7167,46.3167,82.4,72,6,9.13
488,Karaidel,RU,2022-02-13 15:03:18,55.8337,56.9069,18.19,96,100,6.64
489,Gladstone,AU,2022-02-13 15:03:18,-23.85,151.25,73.33,68,40,8.05
490,Port-Cartier,CA,2022-02-13 15:03:18,50.0334,-66.8654,-2.25,74,32,8.77
491,Havoysund,NO,2022-02-13 15:03:19,70.9963,24.6622,20.28,87,89,17.0
492,Carbonia,IT,2022-02-13 15:03:19,39.1672,8.5222,57.99,63,13,5.84
493,Inirida,CO,2022-02-13 15:00:44,3.8653,-67.9239,89.35,49,50,3.29
494,Araouane,ML,2022-02-13 15:03:20,18.9048,-3.5265,78.66,12,69,14.05
495,Darhan,MN,2022-02-13 15:03:20,49.4867,105.9228,-17.52,99,93,0.96
496,Ler,SS,2022-02-13 15:03:20,8.3018,30.1418,98.94,12,32,8.81
497,Bhuj,IN,2022-02-13 15:03:21,23.2667,69.6667,69.35,42,0,5.99
498,Dodola,ET,2022-02-13 15:03:21,6.9833,39.1833,69.3,23,28,9.35
499,Kilindoni,TZ,2022-02-13 15:03:21,-7.9139,39.6668,81.43,78,97,13.0
500,Helsinge,DK,2022-02-13 15:03:22,56.0228,12.1975,40.86,77,100,13.0
501,Sembakung,ID,2022-02-13 15:03:22,3.8167,117.25,78.73,99,89,1.43
502,Lakatoro,VU,2022-02-13 15:03:22,-16.0999,167.4164,79.9,82,100,6.38
503,Hualmay,PE,2022-02-13 15:03:23,-11.0964,-77.6139,75.43,70,32,8.25
504,Cedar City,US,2022-02-13 14:59:17,37.6775,-113.0619,36.82,30,0,2.62
505,Hovd,MN,2022-02-13 15:03:23,48.0056,91.6419,-10.23,84,100,2.51
506,Akdepe,TM,2022-02-13 15:04:29,42.0551,59.3788,44.6,59,57,8.37
507,Sibolga,ID,2022-02-13 15:04:29,1.7427,98.7792,77.27,88,88,3.2
508,Linxia,CN,2022-02-13 15:04:29,35.6003,103.2064,15.51,79,3,2.44
509,Lovozero,RU,2022-02-13 15:04:30,68.005,35.0117,10.15,71,83,7.74
510,Santa Cruz,BO,2022-02-13 15:04:16,-17.8,-63.1667,74.46,53,99,12.86
511,Vao,NC,2022-02-13 15:04:30,-22.6667,167.4833,78.78,87,100,6.67
512,Bosaso,SO,2022-02-13 15:02:56,11.2842,49.1816,76.32,66,44,7.09
513,Inhambane,MZ,2022-02-13 15:04:30,-23.865,35.3833,82.27,64,6,13.0
514,Filadelfia,US,2022-02-13 15:02:36,39.9523,-75.1638,35.11,91,100,6.91
515,Berlevag,NO,2022-02-13 15:04:31,70.8578,29.0864,15.6,78,99,15.95
516,Onega,RU,2022-02-13 15:04:31,63.9061,38.1404,10.47,94,72,7.23
517,Grindavik,IS,2022-02-13 15:04:31,63.8424,-22.4338,30.67,86,100,6.91
518,Oranjestad,AW,2022-02-13 15:04:32,12.524,-70.027,78.66,80,31,19.82
519,Fairbanks,US,2022-02-13 15:04:32,64.8378,-147.7164,12.22,82,100,3.44
520,Santa Vitoria Do Palmar,BR,2022-02-13 15:04:32,-33.5189,-53.3681,71.89,42,0,13.85
521,Fuerte Olimpo,PY,2022-02-13 15:04:33,-21.0415,-57.8738,94.06,33,19,5.7
522,Sulangan,PH,2022-02-13 15:04:33,11.1373,123.7228,79.74,82,100,15.12
523,Northam,GB,2022-02-13 15:04:33,51.0333,-4.2167,53.38,95,100,19.91
524,Green River,US,2022-02-13 15:04:34,41.5286,-109.4662,27.0,45,2,4.88
525,Taltal,CL,2022-02-13 15:01:20,-25.4,-70.4833,72.45,64,0,8.32
526,Orcopampa,PE,2022-02-13 15:04:34,-15.2661,-72.3417,47.01,81,94,1.61
527,Sola,VU,2022-02-13 15:04:35,-13.8833,167.55,81.99,76,97,15.99
528,Kindu,CD,2022-02-13 15:04:35,-2.95,25.95,79.21,83,60,3.4
529,Ola,RU,2022-02-13 15:04:35,59.5833,151.2833,-9.98,81,45,8.77
530,Megion,RU,2022-02-13 15:04:36,61.0296,76.1136,-4.99,100,93,9.95
531,Huarmey,PE,2022-02-13 15:04:36,-10.0681,-78.1522,75.76,71,38,7.87
532,Inyonga,TZ,2022-02-13 15:04:37,-6.7167,32.0667,73.81,85,95,2.91
533,Shizunai,JP,2022-02-13 15:04:37,42.3339,142.3669,22.1,90,87,3.98
534,Port Augusta,AU,2022-02-13 15:04:37,-32.5,137.7667,76.35,55,98,10.54
535,Borgo San Lorenzo,IT,2022-02-13 15:04:38,43.9553,11.3835,56.17,48,100,2.42
536,Kudahuvadhoo,MV,2022-02-13 15:04:38,2.6708,72.8944,81.68,74,76,9.24
537,Lata,PT,2022-02-13 15:04:38,40.1629,-8.3327,55.92,90,100,8.88
538,Phalaborwa,ZA,2022-02-13 15:04:39,-23.943,31.1411,92.97,24,0,9.53
539,Teahupoo,PF,2022-02-13 15:04:39,-17.8333,-149.2667,71.56,76,98,14.81
540,Loksa,EE,2022-02-13 15:04:39,59.5764,25.7214,34.93,91,100,22.55
541,Solnechnyy,RU,2022-02-13 15:04:40,50.7214,136.6319,11.23,95,100,5.08
542,Tabou,CI,2022-02-13 15:04:40,4.423,-7.3528,82.4,68,90,6.29
543,Jian,CN,2022-02-13 15:04:40,27.1172,114.9793,42.69,93,96,4.54
544,Sinnamary,GF,2022-02-13 15:04:41,5.3833,-52.95,79.66,85,35,10.71
545,Zilupe,LV,2022-02-13 15:04:41,56.3862,28.1217,30.83,73,100,12.41
546,Beringovskiy,RU,2022-02-13 15:04:41,63.05,179.3167,-27.62,97,13,4.32
547,Postoloprty,CZ,2022-02-13 15:04:42,50.3598,13.7029,50.68,54,11,6.33
548,Komsomolskiy,UZ,2022-02-13 15:04:42,40.4272,71.7189,41.72,81,75,2.3
549,Orlik,RU,2022-02-13 15:04:42,52.5178,99.825,-12.57,99,100,1.54
550,Gambela,ET,2022-02-13 15:04:43,8.25,34.5833,96.98,21,99,6.33
551,Shiraoi,JP,2022-02-13 15:05:48,42.55,141.35,23.18,85,32,5.57
552,Bulungu,CD,2022-02-13 15:05:48,-4.55,18.6,72.59,91,100,3.29
553,La Reforma,MX,2022-02-13 15:05:49,25.0833,-108.05,63.25,29,100,4.23
554,Cabedelo,BR,2022-02-13 15:01:14,-6.9811,-34.8339,84.63,65,2,11.56
555,Waingapu,ID,2022-02-13 15:05:49,-9.6567,120.2641,78.73,86,98,1.88
556,Ngunguru,NZ,2022-02-13 15:05:50,-35.6167,174.5,57.16,77,1,6.24
557,Tocopilla,CL,2022-02-13 15:05:50,-22.092,-70.1979,73.78,65,48,8.99
558,Port Hedland,AU,2022-02-13 15:05:50,-20.3167,118.5667,84.25,74,88,8.05
559,Palauig,PH,2022-02-13 15:05:51,15.435,119.9045,79.93,73,100,4.21
560,Placer,US,2022-02-13 15:05:51,39.0666,-120.7677,55.81,45,2,7.0
561,Baherden,TM,2022-02-13 15:05:51,38.4362,57.4316,51.4,52,5,8.68
562,Pa Sang,TH,2022-02-13 15:05:52,18.5262,98.9394,79.38,19,18,1.41
563,Sovetskiy,RU,2022-02-13 15:05:52,61.3614,63.5842,-10.19,100,57,3.06
564,Pokhara,NP,2022-02-13 15:05:52,28.2333,83.9833,53.02,77,52,3.89
565,Klaksvik,FO,2022-02-13 15:05:53,62.2266,-6.589,36.52,70,100,35.61
